NO,등록번호,제호,기관명,종별,간별,발행인,편집인,인쇄소,유형,보급지역,상세지역,법인명,등록일,발행소명,발행소 우편번호,발행소 주소,발행소 전화번호
4875,라00240,지구촌검찰NEWS,종로,잡지,월간,유희숙,유희숙,(주)한국씨티에스,개인,전국,전국,,2009-04-14,,110521,"서울특별시 종로구 성균관로 90, 309호 (명륜1가, 대학로빌딩)",--
4874,라00238,지구촌경찰NEWS,종로,잡지,월간,유희숙,유희숙,(주)한국씨티에스,개인,전국,전국,,2009-04-14,,110521,"서울특별시 종로구 성균관로 90, 309호 (명륜1가, 대학로빌딩)",--
4873,라00235,와인앤시티(wine an˙ city),종로,잡지,월간,최훈,최훈,두산동아(주),법인,전국,전국,주식회사 자원평가연구원,2009-04-14,주식회사 자원평가연구원,03009,"서울 종로구 평창문화로 75, A동 410호 (평창동, 글로리아타운)",02-396-0585
4872,라00234,주얼리앤웨딩(Jewelry&Wedding),종로,잡지,월간,유민철,이건주,현진크리에이티브,법인,전국,전국,(주)한국귀금속중앙회사업부,2009-04-14,(주)한국귀금속중앙회사업부,110390,"서울특별시 종로구 돈화문로6나길 45, 3층 (봉익동, 보석백화점)",--
4871,라00230,지구촌다단계뉴스,종로,잡지,월간,유희숙,유희숙,(주)한국씨티에스,개인,전국,전국,,2009-04-14,,110530,"서울특별시 종로구 창경궁로 305, 309호 (혜화동)",--
4870,마00041,오늘,종로,잡지,격월간,임성빈,노영신,금강인쇄(주),개인,,서울및 전국 각 지,,2009-04-14,,110840,서울특별시 종로구 종로53길 23 (창신동),--
4869,라00224,희망한국,종로,잡지,월간,석혜원,이관민,우리신문인쇄,법인,전국,전국 및 해외,주식회사 한국경제비즈,2009-04-14,주식회사 한국경제비즈,110762,"서울특별시 종로구 새문안로 50 (신문로2가, 신문빌딩)",--
4868,라00221,뷰티인(BEAUTY-IN),종로,잡지,월간,류영호,윤주택,대원인쇄,법인,,"미용인, 일반인",(사)한국미용산업협회,2009-04-14,(사)한국미용산업협회,110835,"서울특별시 종로구 종로 247, 4층 (종로5가)",--
4867,라00220,ARTSNET NEWS(아츠넷뉴스),종로,잡지,월간,백동기,노희진,대명인쇄,개인,전국,전국,,2009-04-14,,110776,"서울특별시 종로구 삼일대로 461, 102동 205호 (경운동, 운현궁SK허브)",--
4866,라00217,월간 좋은이웃들,종로,잡지,월간,구순현,구순현,(주)한국씨티에스,개인,전국,전국,,2009-04-14,,110722,"서울특별시 종로구 세종대로23길 47, 701호 (당주동, 세종빌딩)",--
4865,사00026,온트렌드(ON TREND),종로,잡지,연2회간,석주성,석주성,(주)코리아피앤피,법인,,"국내,해외",,2009-04-14,(주)온포스,110530,서울특별시 종로구 창경궁로 285 (혜화동),--
4864,사00025,온컬렉션(ON COLLECTION),종로,잡지,연2회간,석주성,석주성,(주)코리아피앤피,법인,,"국내,해외",,2009-04-14,(주)온포스,110530,서울특별시 종로구 창경궁로 285 (혜화동),--
4863,라00214,뉴스메이커(Newsmaker),종로,잡지,월간,황인상,황인상,타임칼라인쇄(주),법인,전국,전국,,2009-04-14,(주)뉴스메이커,03186,"서울 종로구 새문안로 92, 1402호 (신문로1가, 광화문오피시아)",02-733-0006
4862,사00024,이안매거진(IANN MAGAZINE),종로,잡지,연2회간,김정은,김정은,(주) 세가,개인,,"한국, 일본",,2009-04-14,,03042,"서울 종로구 자하문로24길 44 , 2층(효자동)",02-734-3105
4861,라00212,시와시인,종로,잡지,월간,서동욱,서동욱,대광그래픽스,개인,전국,전국,,2009-04-14,,110130,서울 종로구 청진동 300-2 강한빌딩 303호,--
4860,라00211,라이온(LION),종로,잡지,월간,김종석,홍사순,(주)교학사,법인,전국,전국,,2009-04-14,(사)국제라이온스협회한국연합회,110756,"서울특별시 종로구 사직로 130, 507호 (적선동, 적선현대빌딩)",02-788-8955
4859,바00095,미네르바,종로,잡지,계간,한춘희,문효치,이노비즈,개인,전국,전국,,2009-04-14,,110350,"서울특별시 종로구 율곡로6길 36, 802호 (운니동, 오피스텔월드)",02-745-4530
4858,마00029,좋은문학,종로,잡지,격월간,김순복,김순복,경일칼라콤(주),개인,전국,전국,,2009-04-14,,110130,"서울 종로구 청진동 300-2 301,302-6",--
4857,바00094,농민과사회,종로,잡지,계간,이우재,권영근,신화종합인쇄,법인,전국,전국,(사)한국농어촌사회연구소,2009-04-14,(사)한국농어촌사회연구소,110190,서울특별시 종로구 삼청로 22-17 (사간동),--
4856,바00093,농민과사회,종로,잡지,계간,이우재,권영근,신화종합인쇄,법인,전국,전국,(사)한국농어촌사회연구소,2009-04-14,(사)한국농어촌사회연구소,110190,서울특별시 종로구 삼청로 22-17 (사간동),--
4855,바00092,너머,종로,잡지,계간,조석규,장영우,프린테크21,개인,전국,전국,,2009-04-14,,110809,"서울특별시 종로구 대학로 116, 4층 (동숭동, 샘터빌딩)",--
4854,바00091,韓中博士論壇(한중박사포럼),종로,잡지,계간,김순,김순,(주)한국씨티에스,법인,전국,전국,,2009-04-14,한국사회공헌재단(주),110290,"서울특별시 종로구 인사동길 9, 4층 (인사동)",--
4853,바00090,열린문학,종로,잡지,계간,이경해,이경해,필아트,개인,전국,전국,,2009-04-14,,110420,"서울특별시 종로구 수표로 93-1, 409호 (관수동, 금영빌딩)",--
4852,라00203,컬러포커스,종로,잡지,월간,임선옥,임선옥,명인문화사,개인,전국,전국,,2009-04-14,,110817,"서울특별시 종로구 자하문로40가길 6, 1동 B-101호 (부암동, 베네스트아파트)",--
4851,라00202,바이크매거진,종로,잡지,월간,박종호,현승만,예지미술,개인,전국,전국,,2009-04-14,,110827,"서울특별시 종로구 보문로3길 2, 803호 (숭인동, 중앙빌딩)",--
4850,마00038,코리아 어린이 재단,종로,잡지,격월간,류남열,류남열,대창인쇄,개인,전국,전국,,2009-04-14,,110320,"서울특별시 종로구 수표로28길 7, 901호 (낙원동, 내인빌딩)",--
4849,바00087,님,종로,잡지,계간,김재홍,김재홍,이산문화사,개인,,,,2009-04-14,,110521,"서울특별시 종로구 혜화로 63, 2층 (명륜1가, 서울과학고등학교)",--
4848,바00084,뷰즈,종로,잡지,계간,윤두식,정경숙,바른글,개인,전국,전국,,2009-04-14,,110070,서울특별시 종로구 경희궁2길 14-6 (내수동),--
4847,라00192,아트앤피플(ART&PEOPLE),종로,잡지,월간,심상훈,박정수,제일프린테크,법인,전국,전국 및 해외,(주)예술과사람,2009-04-14,(주)예술과사람,110170,"서울특별시 종로구 우정국로 48, 10층 (견지동, 서흥빌딩)",--
4846,바00083,청소년문학,종로,잡지,계간,김영선,이미원,한영문화사,개인,,,,2009-04-14,주식회사 나라말,110522,서울특별시 종로구 창경궁로33길 45-7 (명륜2가),--
4845,라00190,닥터 리치(Dr.Rich),종로,잡지,월간,홍선근,홍선근,미래프린팅(주),법인,전국,전국,,2009-04-14,(주)머니투데이,110726,"서울특별시 종로구 청계천로 11 (서린동, 청계11빌딩)",--
4844,라00189,내추럴라이프,종로,잡지,월간,구본임,송기복,서울문화인쇄(주),개인,전국,전국,,2009-04-14,,110350,"서울특별시 종로구 율곡로6길 36, 702호 (운니동, 오피스텔월드)",--
4843,바00082,볼,종로,잡지,계간,김병익,김병익,MYAD(마이애드),법인,,국내외,한국문화예술위원회,2009-04-14,한국문화예술위원회,58326,"전남 나주시 빛가람로 640 (빛가람동, 한국문화예술위원회)",061-900-2100
4842,라00188,문화공간,종로,잡지,월간,이청승,이청승,네오프린텍(주),법인,전국,전국,(재)세종문화회관,2009-04-14,(재)세종문화회관,110821,"서울특별시 종로구 세종대로 175 (세종로, 세종문화회관)",--
4841,라00186,코리아포스트저널(Korea Post Journal),종로,잡지,월간,엄영순,엄영순,삼우인쇄공사,법인,전국,전국,(사)우정문화실천 시민연대,2009-04-14,(사)우정문화실천 시민연대,110045,"서울특별시 종로구 자하문로7길 29, 2층 (체부동)",--
4840,라00185,법회와설법,종로,잡지,월간,이지관,김종식,,법인,전국,전국,,2009-04-14,대한불교조계종유지재단,110170,"서울특별시 종로구 우정국로 55 (견지동, 조계사)",--
4839,라00183,씬풀레이빌,종로,잡지,월간,정연주,정연주,조광출판인쇄(주),법인,전국,전국,,2009-04-14,(주)씬클럽미디어,110320,"서울특별시 종로구 돈화문로11길 38, 603호 (낙원동, 미광빌딩)",02-3675-8071
4838,라00182,묵가,종로,잡지,월간,정종원,정종원,(주)규장각,개인,,국내 및 해외,,2009-04-14,,110320,"서울특별시 종로구 삼일대로30길 21, 1406호 (낙원동, 종로오피스텔)",02-744-8999
4837,바00081,儒林春秋(유림춘추),종로,잡지,계간,박남호,박남호,(주)철도인쇄공사,법인,전국,전국,,2009-04-14,성균관 유도회,110521,서울특별시 종로구 혜화로3가길 3 (명륜1가),--
4836,사00023,대학지성,종로,잡지,연2회간,이대순,김하준,(주)대원문화사,법인,,,(사)한국대학총장협회,2009-04-14,(사)한국대학총장협회,110230,"서울특별시 종로구 삼청로 118 (삼청동, 금융연수원)",--
4835,사00022,시,종로,잡지,연2회간,송상은,송상은,부국문화인쇄사,개인,전국,전국,,2009-04-14,,110290,서울특별시 종로구 인사동길 27 (인사동),--
4834,바00080,니,종로,잡지,계간,최현숙,문은희,고려인쇄공사,법인,전국,전국,(사)한국알트루사,2009-04-14,(사)한국알트루사,03029,서울 종로구 통일로12길 6-7 (행촌동),02-762-3977
4833,라00175,기독뉴스,종로,잡지,월간,이재환,이재환,환경타임즈인쇄,개인,전국,전국,,2009-04-14,,110850,"서울특별시 종로구 대학로3길 24-1, 4층 (효제동, 은암빌딩)",--
4832,라00172,인민화보아크로차이나,종로,잡지,월간,전형민,전형민,(주)보진재,법인,전국,전국,(주)아크로차이나,2009-04-14,(주)아크로차이나,110999,"서울특별시 종로구 새문안로 92, 2129호 (신문로1가, 광화문오피시아빌딩)",--
4831,바00079,계간 문예,종로,잡지,계간,정종명,정종명,(주)신아문예사,개인,전국,전국 및 해외,,2009-04-14,,110340,"서울특별시 종로구  삼일대로32길 36, 305호(익선동, 운현신화타워)",02-3675-5633
4830,마00037,에세이스트,종로,잡지,격월간,김종완,김종완,아람문화,개인,,국내 및 국외,,2009-04-14,,110340,"서울특별시 종로구 돈화문로11가길 59, 905호 (익선동, 현대뜨레비앙)",--
4829,라00167,생활속의불교,종로,잡지,월간,정흥섭,정흥섭,형제문화사,개인,전국,전국,,2009-04-14,,110320,"서울특별시 종로구 수표로 133, 3층 (낙원동, 경동빌딩)",--
4828,라00165,월간 만나(The monthly Manna),종로,잡지,월간,성통렬,노은숙,현대문예,법인,전국,전국,,2009-04-14,(주)에쎈에스미디어,110290,"서울특별시 종로구 인사동길 15, 1005호 (인사동, 대일빌딩)",02-736-6590
4827,라00157,플레이빌(Playbill),종로,잡지,월간,정연주,정연주,고려피앤텍(주),법인,,서울,(주)바이스베르사퍼블리싱,2009-04-14,(주)바이스베르사퍼블리싱,110320,"서울특별시 종로구 돈화문로11길 41, 5층 (낙원동, 미광빌딩)",--
4826,라00164,푸른친구들,종로,잡지,월간,임애순,박동인,(주)영인문화사 ,개인,전국,전국,,2009-04-14,,110795,"서울특별시 종로구 율곡로 84, 602동 1호 (운니동, 가든타워)",--
4825,마00035,우바이예찬,종로,잡지,격월간,이인자,이인자,(주)상진문화,법인,전국,전국,,2009-04-14,대한불교조계종 불교여성개발원,110140,"서울특별시 종로구 우정국로 45-19 (수송동, 조계사 교육원)",--
4824,바00072,시대의 논리,종로,잡지,계간,최철호,조정남,청송문화인쇄사,개인,전국,전국,,2009-04-14,,110130,"서울특별시 종로구 종로5길 32-3, 507호 (청진동, 영동빌딩)",--
4823,라00159,아웃도어라이프(OUTDOORLIFE),종로,잡지,월간,허진,허진,대양프린테크,법인,전국,전국,(주)아웃도어라이프,2009-04-14,(주)아웃도어라이프,110220,서울특별시 종로구 팔판길 12 (팔판동),--
4822,라00158,서울(SEOUL),종로,잡지,월간,김형근,김형근,평화당인쇄 주식회사,법인,,"서울및수도권,해외",,2009-04-14,서울셀렉션 주식회사,110190,"서울특별시 종로구 삼청로 6, B동1호 (사간동, 출판문화회관)",02-734-9567
4821,바00069,대산문화,종로,잡지,계간,신창재,이정화,(주)에스제이씨성전,법인,전국,전국,재단법인 대산문화재단,2009-04-14,재단법인 대산문화재단,110714,"서울특별시 종로구 종로 1, 907호 (종로1가, 교보생명빌딩)",02-721-3202
4820,사00020,어깨동무,종로,잡지,연2회간,유재기,유재기,성실인쇄소,개인,,서울시,,2009-04-14,,110320,"서울특별시 종로구 삼일대로30길 21, 1120호 (낙원동, 종로오피스텔)",--
4819,바00079,시를사랑하는사람들,서대문,잡지,계간,원구식,원구식,예림인쇄,개인,전국,전국,,2009-04-14,시를사랑하는사람들,03678,"서울 서대문구 불광천길 162,2층 (북가좌동, 밀양빌딩)",02-723-2717
4818,마00032,플룻엔플룻티스트(flute & flutist),종로,잡지,격월간,박해성,박해성,동양비지니스폼(주),개인,전국,전국,,2009-04-14,,110522,"서울특별시 종로구 혜화로3길 33, 204호 (명륜2가, 아남상가)",--
4817,마00031,목소리(The Voice),종로,잡지,격월간,박일서,박일서,삼화인쇄(주),법인,전국,전국,,2009-04-14,(사)한국연예협회 가수분과위원회,110765,"서울특별시 종로구 대학로 112 (동숭동, 예총회관)",--
4816,바00066,21통일문학,종로,잡지,계간,김주팔,강만식,(주)신안사,개인,전국,전국 및 해외동포,,2009-04-14,,110736,"서울특별시 종로구 대학로 19, 1013호 (연지동, 한국기독교회관)",--
4815,라00146,차의세계,종로,잡지,월간,최석환,최석환,대원인쇄사,개인,전국,전국,,2009-04-14,,110793,"서울특별시 종로구 율곡로 75, 4층 (계동, 미래빌딩)",--
4814,라00144,복스(VOX),종로,잡지,월간,성통렬,이명헌,(주)우진코니티,법인,전국,전국,,2009-04-14,(주)에쎈에스미디어,110290,"서울특별시 종로구 인사동길 15, 1005호 (인사동, 대일빌딩)",02-736-6950
4813,라00143,동해의 여의주 독도,종로,잡지,월간,김봉우,김봉우,(주)백산인쇄,개인,전국,전국,,2009-04-14,,110450,"서울특별시 종로구 율곡로 154, 2층 (원남동, 부영빌딩)",--
4812,라00141,월간 서예문인화,종로,잡지,월간,박정열,이홍연,이화문화사,법인,전국,전국,(주)도서출판서예문인화,2009-04-14,(주)도서출판서예문인화,03163,"서울 종로구 인사동길 12, 3층 (인사동, 대일빌딩)",02-738-9880
4811,사00016,"열린미디어,열린사회",종로,잡지,연2회간,김중배,김중배,동진문화,법인,전국,전국,(사)열린미디어연구소,2009-04-14,(사)열린미디어연구소,110070,"서울특별시 종로구 새문안로5가길 7, 710호 (내수동, 대성빌딩)",--
4810,라00134,선문화,종로,잡지,월간,최석환,최석환,대원인쇄사,개인,전국,전국,,2009-04-14,,110793,"서울특별시 종로구 율곡로 75, 4층 (계동, 미래빌딩)",--
4809,라00133,문예비전,종로,잡지,월간,박장규,김주안,우성사,개인,전국,전국,,2009-04-14,,110310,"서울특별시 종로구 삼일대로 451, 713호 (경운동, 수운회관)",--
4808,바00061,오리엔탈이미지(ORIENTAL IMAGE),종로,잡지,계간,이미영,이미영,(주)홍지미술,개인,전국,전국,,2009-04-14,,110320,"서울특별시 종로구 삼일대로30길 21, 914호 (낙원동, 종로오피스텔)",--
4807,바00060,한국희곡,종로,잡지,계간,김대현,김대현,디자인크레파스,법인,전국,전국,(사)한국희곡작가협회,2009-04-14,(사)한국희곡작가협회,110524,"서울특별시 종로구 대명길 39-10, 4층 (명륜4가)",--
4806,라00132,내셔널지오그래픽(NATIONAL GEOGRAPHIC)한국판,종로,잡지,월간,허문호,허문호,평화당인쇄(주),법인,전국,전국,,2009-04-14,(주)와이비엠,110772,서울특별시 종로구 종로 104 (종로2가),02-2000-0509
4805,라00130,월간 다도,종로,잡지,월간,강법선,강법선,신영에이젼시,개인,전국,전국,,2009-04-14,,03146,"서울 종로구 삼일대로 453, 4층 (경운동EJ빌딩)",02-723-2222
4804,라00129,미술문화,종로,잡지,월간,김갑순,김갑순,삼덕정판사,개인,전국,전국,,2009-04-14,세종문화예술진흥협회,03132,"서울 종로구 삼일대로30길 21 (낙원동, 종로오피스텔), 714호",02-734-0995
4803,바00054,동향과전망,종로,잡지,계간,박영률,박영호,삼화원색,법인,전국,전국,,2009-04-14,,110530,"서울특별시 종로구 창경궁로 271-1, 3층 (혜화동, 성진빌딩)",--
4802,마00026,정신과 표현,종로,잡지,격월간,송계실,송계실,서라벌인쇄(주)대표,법인,전국,전국,,2009-04-14,도서출판 혜화당 대표,110530,서울특별시 종로구 창경궁로35길 21 (혜화동),--
4801,라00124,아트코리아,종로,잡지,월간,김남수,김남수,현대씨앤피(주),개인,전국,전국,,2009-04-14,,110310,"서울특별시 종로구 인사동4길 17, 107호 (경운동, 건국3호빌딩)",--
4800,라00123,청소년의햇살,종로,잡지,월간,조재연,조재연,(주)세진디피에스,개인,전국,전국,,2009-04-14,,110530,"서울특별시 종로구 혜화로2길 20 (혜화동, 아씨시의프란치스꼬전교수녀회)",--
4799,바00053,문학과창작,종로,잡지,계간,박수진,박수진,세신문화사 대표     ,개인,전국,전국,,2009-04-14,,110809,"서울특별시 종로구 동숭4가길 21, 101호 (동숭동)",02-764-5057
4798,라00122,인산의학저널,종로,잡지,월간,김윤세,김윤세,(주)조광프린팅,법인,전국,전국,주식회사 인산가,2009-04-14,주식회사 인산가,03149,"서울 종로구 인사동7길 12 , 202호(관훈동, 백상빌딩)",02-767-2091
4797,바00167,화원,종로,잡지,계간,문상섭,신희숙,(주)태산애드컴,법인,전국,전국,,2009-04-14,(사)한국화원협회,110841,"서울특별시 종로구 지봉로 29, 701호 (창신동, 금호팔레스)",02-741-6200
4796,바00260,선원(禪苑),종로,잡지,계간,이익권,지효민,주식회사 도야,법인,전국,전국,(재)선학원,2009-04-14,(재)선학원,03061,"서울 종로구 윤보선길 35-4 (안국동, 선학원)",02-720-6630
4795,마00024,지구촌가족(Global Village),종로,잡지,격월간,정주년,정주년,(주)삼조인쇄,법인,,국내.외,,2009-04-14,한국국제협력단,110460,"서울특별시 종로구 대학로 71 (연건동, 한국국제협력단)",--
4794,라00117,지방의국제화,종로,잡지,월간,조영호,이갑영,(주)서울멀티넷,법인,전국,전국,(재) 지방자치단체국제화재단,2009-04-14,(재) 지방자치단체국제화재단,110721,"서울특별시 종로구 새문안로5길 19 (당주동, 로얄빌딩)",--
4793,마00023,녹색교통,종로,잡지,격월간,장만기,박정택,(주)규장각,법인,전국,전국,,2009-04-14,(사)녹색교통운동 대표,110051,서울 종로구 도렴동 115 삼육빌딩 500호,--
4792,바00050,농민문학,종로,잡지,계간,이동희,이동희,인성프린팅,개인,전국,전국,,2009-04-14,이동희,03147,"서울 종로구 삼일대로 461 (경운동, 운현궁 에스케이 허브) 101동 1501호",02-743-7474
4791,사00013,한국지혈혈전학회지,종로,잡지,연2회간,이문호,오도연,(주)동화인쇄공사,법인,전국,전국,,2009-04-14,한국지혈혈전학회,110744,"서울특별시 종로구 대학로 101 (연건동, 서울대병원)",--
4790,라00116,서울스코프,종로,잡지,월간,조은경,조유현,신일문화인쇄사,개인,전국,전국,,2009-04-14,,110845,서울특별시 종로구  율곡로22나길 22,--
4789,바00049,시와산문,종로,잡지,계간,이충이,이충이,서진인쇄사,개인,전국,전국,,2009-04-14,,110759,"서울특별시 종로구 새문안로3길 15, 지하 (당주동, 황금빌딩)",--
4788,바00047,시와산문,종로,잡지,계간,이충이,이충이,서진인쇄사,개인,전국,전국,,2009-04-14,,110759,"서울특별시 종로구 새문안로3길 15, 지하 (당주동, 황금빌딩)",--
4787,바00046,언론과사회,종로,잡지,계간,한종우,한종우,삼화인쇄(주),법인,전국,전국,,2009-04-14,(재)성공언론문화재단,110130,서울 종로구 청진동 188,--
4786,바00254,녹색평론,종로,잡지,계간,김정현,김정현,주식회사 상지사피앤비,개인,전국,전국,,2009-04-14,,110360,"서울특별시 종로구 돈화문로 94, 501호(와룡동, 동원빌딩)",02-738-0663
4785,바00042,뉴사이언스,종로,잡지,계간,이양희,이양희,서보인쇄(주)        ,개인,전국,전국,,2009-04-14,,110390,"서울특별시 종로구 율곡로10길 95-3 (봉익동, 백천호텔)",--
4784,마00018,코리안주얼리,종로,잡지,격월간,남강우,남강우,(주)동화인쇄공사,개인,,국내외,,2009-04-14,,110390,"서울특별시 종로구 돈화문로10가길 5, 203호 (봉익동, 온영빌딩)",--
4783,바00039,미술평단,종로,잡지,계간,김진엽,김진엽,(주)성진문화        ,개인,전국,전국,,2009-04-14,,110817,"서울특별시 종로구 자하문로40길 63 (부암동, 환기미술관)",--
4782,바00070,서시,종로,잡지,계간,박영우,박영우,(주)아이피디,개인,전국,전국,,2009-04-14,,110300,서울특별시 종로구 인사동길 36-1 (관훈동),--
4781,라00105,문학공간,종로,잡지,월간,김명덕,김명덕,범일정판사,개인,전국,전국,,2009-04-14,김명덕,03147,"서울 종로구 삼일대로 457, 501호 (경운동)",02-735-4257
4780,라00103,해외동포(Overseas Koreans Times),종로,잡지,월간,이구홍,이구홍,백왕사              ,법인,지역,국내외,(사)해외교포문제연구소,2009-04-14,(사)해외교포문제연구소,03157,"서울 종로구 종로 19, 비동1118호 (종로1가, 르메이에르종로타운1)",02-2075-7141
4779,바00038,문학시대,종로,잡지,계간,우희정,우희정,제삼인쇄사,개인,전국,전국,,2009-04-14,,03073,서울 종로구 성균관로5길 39-16 (명륜3가),02-765-5663
4778,라00100,건강과생명,종로,잡지,월간,이왕재,차한,신한사              ,개인,전국,전국,,2009-04-14,,110460,"서울특별시 종로구 대학로7길 7-4, 1층 (연건동)",02-416-8395
4777,바00037,한국과국제정치,종로,잡지,계간,박재규,박재규,삼광인쇄사,개인,전국,전국,,2009-04-14,,110230,"서울특별시 종로구 삼청로 118 (삼청동, 금융연수원)",--
4776,라00099,수필문학,종로,잡지,월간,강병욱,강병욱,부림인쇄(주),개인,전국,전국,,2009-04-14,,110775,"서울특별시 종로구 삼일대로 457, 1308호 (경운동, 수운회관)",--
4775,라00098,통일로,종로,잡지,월간,신범균,신범균,철도인쇄공사,법인,전국,전국,,2009-04-14,안보문제연구원,110044,"서울특별시 종로구 사직로 96, 208호 (필운동, 파크뷰타워)",02-735-9555
4774,사00012,한국사시민강좌,종로,잡지,연2회간,김시연,민현구,평화당인쇄(주)      ,법인,전국,전국,,2009-04-14,도서출판일조각,110062,서울특별시 종로구 경희궁길 39 (신문로2가),--
4773,라00024,마케팅,동대문,잡지,월간,안호춘,안호춘,(주)동화인쇄공사,법인,전국,전국,,2009-04-14,(사)한국마케팅연구원,02619,"서울 동대문구 황물로15가길 10, 2층 (답십리동)",02-2215-6982
4772,라00030,법의향기,성북,잡지,월간,김재확,김산,신도인쇄사,법인,전국,전국,,2009-04-14,(재)대한불교진각종유지재단,136130,"서울특별시 성북구 화랑로13길 17 (하월곡동, 진각종탑유치원)",02-913-0751
4771,바00008,EAST ASIAN REVIEW,성북,잡지,계간,강인덕,이태연,세신문화사,법인,,국내외,,2009-04-14,(재)극동문제연구소,136851,서울특별시 성북구 북악산로1라길 5 (정릉동),--
4770,마00001,여행가이드,성북,잡지,격월간,박종녀,박종녀,(주)타라티피에스,개인,전국,전국,,2009-04-14,,136075,"서울특별시 성북구 안암로 57, 401호 (안암동5가, 고려빌딩)",--
4769,사00005,우리떡,성북,잡지,연2회간,김재현,김재현,문덕인쇄(주),법인,전국,전국,(사)한국떡류식품가공협회,2009-04-14,(사)한국떡류식품가공협회,136074,서울특별시 성북구 안암로7길 35 (안암동4가),--
4768,라00026,월간온오프,성북,잡지,월간,박대령,박대령,엘지커뮤니케이션,법인,전국,전국,(주)소울메이트,2009-04-14,(주)소울메이트,136823,"서울특별시 성북구 성북로 189, 3층 (성북동, 성북동 LOOK AT YOUTH)",--
4767,라00025,하나로,성북,잡지,월간,김도현,신광수,광세당인쇄(주),법인,전국,전국,(사)조국평화통일불교협회,2009-04-14,(사)조국평화통일불교협회,136825,"서울특별시 성북구 성북로4길 27-18 (성북동, 통일법당(조계종))",--
4766,바00005,가족사랑 孝문화,성북,잡지,계간,홍일식,이상록,임창문화사,법인,전국,전국,사단법인 세계효문화본부,2009-04-14,사단법인 세계효문화본부,136823,서울특별시 성북구 성북로24길 47 (성북동),--
4765,바00038,작은것이아름답다,성북,잡지,계간,윤경은,윤경은,대원인쇄사,개인,전국,전국,,2009-04-14,,136821,"서울특별시 성북구 성북로19길 15, 3층 (성북동)",--
4764,라00022,교단문학,성북,잡지,월간,김영란,김영란,(주)지성기획인쇄,개인,전국,전국,,2009-04-14,,136042,서울특별시 성북구 삼선교로14길 88-8 (삼선동2가),--
4763,라00021,한국타임스,성북,잡지,월간,고광숙,고광숙,천흥옵셋인쇄사,개인,,국내외,,2009-04-14,,136711,"서울특별시 성북구 보문로 35 (보문동7가, 서광빌딩)",--
4762,라00019,아름다운 우리 옷,성북,잡지,월간,서화연,서화연,한진칼라,개인,전국,전국,,2009-04-14,,136082,"서울특별시 성북구 보문로 103, 2층 (보문동2가)",--
4761,바00004,공연과 리뷰,성북,잡지,계간,김성자,김태원,신영에이젼시,개인,전국,전국,,2009-04-14,,136036,"서울특별시 성북구 동소문로 71, 201호 (동소문동6가, 우재빌딩)",--
4760,라00014,레미뇽(LES MIGNONS),성북,잡지,월간,최기한,최기한,애드그린인쇄(주),개인,,국내외,,2009-04-14,,136055,"서울특별시 성북구 아리랑로 38, 3층 (동선동5가, 정우빌딩)",--
4759,라00013,함께사는세상,성북,잡지,월간,김민기,오운성,(주)홍지미술,법인,전국,전국,,2009-04-14,(사)한국에이즈퇴치연맹,136890,서울특별시 성북구 동소문로 209 (돈암동),--
4758,라00055,뷰티파크,동대문,잡지,월간,원설?,원설?,월드인쇄,법인,전국,전국,(주)코차산업뉴스,2009-04-14,(주)코차산업뉴스,130839,"서울특별시 동대문구 장한로28가길 91, 104호 (장안동, 상아연립)",--
4757,바00021,서울학연구,동대문,잡지,계간,송인호,송인호,(주)씨엠프린팅,법인,,서울,,2009-04-14,서울학연구소,130743,"서울특별시 동대문구 서울시립대로 163, 209호 (전농동, 서울시립대학교건설공학관)",--
4756,라00054,골프매니아,동대문,잡지,월간,장공순,장공순,화신문화(주),개인,전국,전국,,2009-04-14,,130844,서울특별시 동대문구 장한로 21 (장안동),--
4755,바00019,석회,동대문,잡지,연2회간,이은용,윤희준,스토리이노베이션,법인,전국,전국,한국석회석가공업협동조합장,2009-04-14,한국석회석가공업협동조합장,130845,서울특별시 동대문구 장한로 18 (장안동),02-2247-6551
4754,바00018,오늘의문학,동대문,잡지,계간,유제숙,차승열,모든인쇄문화사,개인,전국,전국,,2009-04-14,,130100,서울특별시 동대문구 답십리로 242 (장안동),--
4753,라00047,가정과건강,동대문,잡지,월간,남수명,박재만,시조사,법인,전국,전국,,2009-04-14,(재)제칠일안식일예수재림교한국연합회유지재단,02461,서울특별시 동대문구 이문로1길 11 (회기동),02-3299-5283
4752,라00046,북한,동대문,잡지,월간,임채욱,임채욱,예림인쇄,법인,전국,전국,(사)북한연구소,2009-04-14,(사)북한연구소,130844,서울특별시 동대문구 장한로 21 (장안동),02-2248-2397
4751,라00045,시조,동대문,잡지,월간,남수명,박재만,시조사,법인,전국,전국,,2009-04-14,(재)제칠일안식일예수재림교한국연합회유지재단,130872,"서울특별시 동대문구 이문로1길 11 (회기동, 시조사)",02-3299-5283
4750,사00006,도시인문학연구,동대문,잡지,연2회간,이성백,정재정,(주)상지사피앤비,개인,전국,"전국, 해외",,2009-04-14,,130848,"서울특별시 동대문구 한천로33가길 3, 1동 124호 (전농동, 서?N립대학교도시인문학연구소전농관)",--
4749,바00013,하얀그리움에바다,동대문,잡지,계간,권순희,홍성태,태영인쇄,개인,전국,전국,,2009-04-14,,130823,"서울특별시 동대문구 천호대로 54, 506호 (용두동, 목산빌딩)",--
